engine,titled,moveNumber,rank,loss,advantage,ambiguous,timeConsistent,bot,blur
1,0,9,4,0,59,1,1,0,51
1,0,10,2,5,59,0,0,0,51
1,0,11,1,0,61,0,0,0,51
1,0,12,1,0,82,0,0,0,51
1,0,13,1,0,83,0,1,0,51
1,0,14,2,3,80,1,0,0,51
1,0,15,1,0,80,1,0,0,51
1,0,16,1,0,81,1,1,0,51
1,0,17,1,0,86,1,1,0,51
1,0,19,1,0,84,1,1,0,51
1,0,20,1,0,85,1,0,0,51
1,0,21,1,0,85,1,0,0,51
1,0,22,1,0,88,1,0,0,51
1,0,23,2,0,89,1,0,0,51
1,0,24,2,1,97,0,0,0,51
1,0,25,1,0,99,0,1,0,51
1,0,26,1,0,99,0,0,0,51
1,0,27,3,4,95,1,0,0,51
1,0,28,4,0,99,1,0,0,51
1,0,30,3,0,99,1,0,0,51
1,0,31,3,0,99,1,0,0,51
1,0,32,3,0,99,1,0,0,51
1,0,33,1,0,100,1,0,0,51
1,0,34,1,0,100,1,0,0,51
1,0,35,1,0,100,1,0,0,51
1,0,1,2,1,-4,1,0,0,38
1,0,2,1,0,-3,1,0,0,38
1,0,3,1,0,-3,1,1,0,38
1,0,4,1,0,-5,1,1,0,38
1,0,5,1,0,-3,0,0,0,38
1,0,6,1,4,-4,1,1,0,38
1,0,7,1,1,-4,1,1,0,38
1,0,8,1,1,25,1,0,0,38
1,0,9,1,0,25,1,1,0,38
1,0,10,2,2,22,1,0,0,38
1,0,11,1,0,26,1,1,0,38
1,0,12,2,5,27,1,1,0,38
1,0,13,2,2,50,1,0,0,38
1,0,14,1,0,99,0,0,0,38
1,0,15,1,0,99,1,0,0,38
1,0,17,3,0,98,1,0,0,38
1,0,18,2,0,99,1,0,0,38
1,0,20,3,0,99,1,1,0,38
1,0,22,2,0,99,1,1,0,38
1,0,23,5,0,99,1,0,0,38
1,0,24,1,0,100,1,1,0,38
1,0,25,3,0,100,1,0,0,38
1,0,26,1,200,-100,1,1,0,38
1,0,1,1,0,3,1,0,0,61
1,0,2,1,0,8,0,1,0,61
1,0,3,1,2,23,0,0,0,61
1,0,5,1,0,18,1,1,0,61
1,0,6,1,0,17,0,1,0,61
1,0,7,1,0,19,1,1,0,61
1,0,8,1,1,17,0,0,0,61
1,0,9,1,0,30,0,1,0,61
1,0,10,1,1,34,0,1,0,61
1,0,11,1,0,33,0,0,0,61
1,0,12,3,3,33,1,1,0,61
1,0,13,1,2,46,1,0,0,61
1,0,15,2,0,52,1,0,0,61
1,0,16,1,0,53,0,1,0,61
1,0,17,1,0,87,0,1,0,61
1,0,18,1,0,88,1,1,0,61
1,0,19,2,0,88,1,1,0,61
1,0,20,2,0,88,1,1,0,61
1,0,21,1,0,89,1,0,0,61
1,0,22,2,0,90,1,1,0,61
1,0,23,5,0,92,1,0,0,61
1,0,24,2,2,92,1,0,0,61
1,0,25,1,0,93,0,0,0,61
1,0,1,2,1,-5,1,0,0,96
1,0,2,2,0,-4,1,1,0,96
1,0,3,4,0,-5,1,1,0,96
1,0,4,3,2,-3,1,0,0,96
1,0,5,1,0,10,1,0,0,96
1,0,6,1,1,15,0,0,0,96
1,0,7,1,0,22,0,1,0,96
1,0,8,4,0,32,1,0,0,96
1,0,9,1,0,29,1,1,0,96
1,0,11,2,0,29,1,0,0,96
1,0,12,1,3,26,0,0,0,96
1,0,13,2,4,23,1,0,0,96
1,0,14,4,4,23,1,0,0,96
1,0,15,2,3,24,1,0,0,96
1,0,16,1,3,25,0,1,0,96
1,0,18,1,0,22,0,0,0,96
1,0,19,1,0,23,0,0,0,96
1,0,20,1,0,22,0,1,0,96
1,0,21,4,4,18,1,1,0,96
1,0,22,1,0,26,1,0,0,96
1,0,23,4,7,23,0,0,0,96
1,0,24,1,0,25,0,0,0,96
1,0,25,1,0,33,0,1,0,96
1,0,26,1,0,91,0,0,0,96
1,0,1,1,3,-9,1,0,0,0
1,0,2,2,7,-2,1,0,0,0
1,0,3,1,3,-4,1,0,0,0
1,0,4,4,0,1,1,0,0,0
1,0,6,2,1,-4,1,0,0,0
1,0,7,2,2,-4,1,1,0,0
1,0,9,2,6,-11,1,0,0,0
1,0,10,1,1,0,0,0,0,0
1,0,11,4,7,-7,1,0,0,0
1,0,12,1,3,-3,1,1,0,0
1,0,13,1,0,-2,1,0,0,0
1,0,14,1,1,1,1,1,0,0
1,0,15,4,54,-41,0,0,0,0
1,0,16,1,0,10,0,0,0,0
1,0,17,3,13,-3,0,1,0,0
1,0,18,1,0,-4,1,1,0,0
1,0,19,2,11,9,0,0,0,0
1,0,20,1,0,16,0,1,0,0
1,0,21,5,25,-8,0,0,0,0
1,0,22,1,0,25,0,1,0,0
1,0,23,3,23,21,0,1,0,0
1,0,24,1,2,24,0,0,0,0
1,0,25,2,0,23,1,0,0,0
1,0,27,1,2,11,1,1,0,0
1,0,1,2,0,-6,1,0,0,0
1,0,2,2,0,-4,1,0,0,0
1,0,3,1,1,-5,1,0,0,0
1,0,4,1,0,-3,1,0,0,0
1,0,6,2,0,0,1,0,0,0
1,0,7,1,0,0,1,0,0,0
1,0,9,1,0,-20,0,0,0,0
1,0,10,1,0,-20,0,0,0,0
1,0,15,5,3,-27,1,0,0,0
1,0,16,1,0,-24,0,1,0,0
1,0,18,2,4,-27,1,1,0,0
1,0,19,1,2,-27,0,0,0,0
1,0,21,1,0,-44,0,1,0,0
1,0,22,1,2,-47,1,0,0,0
1,0,23,1,1,-47,0,1,0,0
1,0,24,3,3,-50,1,0,0,0
1,0,27,5,0,-100,1,0,0,0
1,0,1,1,4,2,1,0,0,0
1,0,2,3,0,4,1,1,0,0
1,0,3,1,3,0,1,1,0,0
1,0,4,4,1,10,1,0,0,0
1,0,5,1,0,46,0,1,0,0
1,0,6,1,0,49,1,0,0,0
1,0,7,2,3,50,1,0,0,0
1,0,8,1,0,96,1,1,0,0
1,0,9,1,0,97,0,1,0,0
1,0,10,4,0,96,1,1,0,0
1,0,11,1,0,99,1,1,0,0
1,0,12,1,0,99,1,0,0,0
1,0,14,2,0,98,1,0,0,0
1,0,20,2,0,86,1,0,0,0
1,0,21,1,0,86,0,1,0,0
1,0,22,1,0,86,1,1,0,0
1,0,23,1,0,91,0,0,0,0
1,0,24,1,0,92,1,0,0,0
1,0,25,1,0,92,1,0,0,0
1,0,27,1,0,99,0,0,0,0
1,0,28,1,0,100,1,0,0,0
1,0,30,5,0,100,1,0,0,0
1,0,31,4,0,100,1,1,0,0
1,0,32,4,0,100,1,0,0,0
1,0,33,2,0,100,1,0,0,0
1,0,34,4,0,100,1,0,0,0
1,0,36,3,0,100,1,0,0,0
1,0,37,1,0,100,1,0,0,0
1,0,38,1,0,100,1,0,0,0
1,0,39,2,0,100,1,1,0,0
1,0,40,1,0,100,1,1,0,0
1,0,41,4,0,100,1,1,0,0
1,0,43,1,0,100,1,1,0,0
1,0,44,1,200,-100,1,0,0,0
1,0,1,1,1,5,1,0,0,0
1,0,2,2,0,4,1,0,0,0
1,0,3,5,11,1,0,1,0,0
1,0,4,2,1,0,1,0,0,0
1,0,6,5,12,-2,0,0,0,0
1,0,7,1,2,-2,1,1,0,0
1,0,10,2,1,-3,1,1,0,0
1,0,11,2,1,-5,1,1,0,0
1,0,12,2,9,-16,0,1,0,0
1,0,13,2,19,-34,0,0,0,0
1,0,14,1,0,-32,0,0,0,0
1,0,15,2,0,-31,1,1,0,0
1,0,16,1,1,-26,1,0,0,0
1,0,17,1,2,-24,1,0,0,0
1,0,18,3,1,-22,1,0,0,0
1,0,19,1,0,-22,1,1,0,0
1,0,21,1,0,-32,0,0,0,0
1,0,24,2,4,-31,0,1,0,0
1,0,25,1,2,-11,0,1,0,0
1,0,26,1,0,-10,0,1,0,0
1,0,27,3,0,6,1,0,0,0
1,0,29,4,10,-1,0,0,0,0
1,0,30,2,24,26,0,1,0,0
1,0,31,2,8,20,0,1,0,0
1,0,34,1,0,51,1,1,0,0
1,0,35,1,0,60,0,1,0,0
1,0,36,1,0,63,0,0,0,0
1,0,38,2,3,62,1,0,0,0
1,0,39,1,0,100,0,0,0,0
1,0,1,1,0,5,1,0,0,0
1,0,2,1,4,4,0,0,0,0
1,0,4,2,4,0,1,1,0,0
1,0,5,2,2,17,1,1,0,0
1,0,6,4,25,0,0,1,0,0
1,0,7,2,9,9,1,0,0,0
1,0,8,4,5,10,1,1,0,0
1,0,9,4,24,24,0,1,0,0
1,0,10,4,39,30,1,0,0,0
1,0,12,1,0,8,0,0,0,0
1,0,15,2,0,-34,1,1,0,0
1,0,16,1,0,-33,1,1,0,0
1,0,17,4,7,-27,0,0,0,0
1,0,18,5,8,-31,1,1,0,0
1,0,20,1,5,-17,0,1,0,0
1,0,21,3,1,-17,1,0,0,0
1,0,22,1,0,-15,0,1,0,0
1,0,23,1,1,-15,0,1,0,0
1,0,24,3,6,-18,1,0,0,0
1,0,25,5,26,-32,0,1,0,0
1,0,26,4,8,-41,0,1,0,0
1,0,27,1,0,-36,0,1,0,0
1,0,28,1,0,0,0,0,0,0
1,0,29,1,0,8,0,0,0,0
1,0,30,5,13,11,1,0,0,0
1,0,31,3,14,0,0,0,0,0
1,0,32,1,0,98,1,0,0,0
1,0,33,2,0,99,1,0,0,0
1,0,34,1,0,99,1,0,0,0
1,0,1,1,1,3,1,0,0,88
1,0,2,1,0,7,1,0,0,88
1,0,3,1,2,7,0,0,0,88
1,0,4,1,0,8,1,1,0,88
1,0,5,1,1,9,1,1,0,88
1,0,6,1,3,12,0,1,0,88
1,0,7,1,4,11,1,1,0,88
1,0,8,1,1,13,1,1,0,88
1,0,9,1,3,10,1,1,0,88
1,0,11,3,4,16,1,1,0,88
1,0,12,1,7,19,1,1,0,88
1,0,13,2,1,20,1,1,0,88
1,0,14,1,0,26,0,1,0,88
1,0,15,1,0,30,0,1,0,88
1,0,16,1,0,30,1,1,0,88
1,0,17,5,5,27,1,1,0,88
1,0,18,3,1,36,1,1,0,88
1,0,19,1,0,79,0,1,0,88
1,0,20,1,0,90,1,1,0,88
1,0,21,1,0,91,1,1,0,88
1,0,22,1,0,94,0,1,0,88
1,0,23,1,0,98,1,1,0,88
1,0,24,1,0,99,1,1,0,88
1,0,25,1,0,99,1,1,0,88
1,0,26,1,200,-100,1,1,0,88
1,0,1,1,0,6,1,1,0,72
1,0,2,1,1,4,1,1,0,72
1,0,3,2,3,4,1,1,0,72
1,0,4,1,0,3,1,1,0,72
1,0,5,2,0,4,1,1,0,72
1,0,6,3,2,2,1,1,0,72
1,0,7,3,6,5,1,1,0,72
1,0,8,2,0,7,1,1,0,72
1,0,9,2,1,5,1,1,0,72
1,0,10,3,5,0,1,1,0,72
1,0,12,2,2,5,1,1,0,72
1,0,13,2,0,4,1,1,0,72
1,0,14,1,0,7,1,1,0,72
1,0,15,1,0,7,1,1,0,72
1,0,16,3,4,5,1,1,0,72
1,0,17,2,1,3,1,1,0,72
1,0,18,1,0,7,0,1,0,72
1,0,19,2,1,5,1,1,0,72
1,0,20,1,1,4,1,1,0,72
1,0,21,3,2,5,0,1,0,72
1,0,22,1,0,5,1,1,0,72
1,0,23,1,3,3,1,1,0,72
1,0,24,3,3,1,1,1,0,72
1,0,25,2,1,2,1,1,0,72
1,0,27,2,8,-6,1,1,0,72
1,0,28,1,2,-4,0,1,0,72
1,0,29,1,0,-1,0,1,0,72
1,0,30,1,0,-2,1,1,0,72
1,0,31,5,12,-13,0,1,0,72
1,0,32,2,1,-13,1,1,0,72
1,0,35,1,3,-14,1,1,0,72
1,0,36,1,1,-13,1,1,0,72
0,0,1,1,0,-4,1,0,0,0
0,0,2,1,0,-1,1,0,0,0
0,0,3,1,1,-1,0,0,0,0
0,0,5,5,6,-10,1,0,0,0
0,0,6,1,2,-11,1,0,0,0
0,0,7,1,0,-7,1,0,0,0
0,0,8,1,3,-7,1,1,0,0
0,0,9,1,2,-10,1,0,0,0
0,0,10,4,6,-6,0,0,0,0
0,0,11,1,0,-2,1,0,0,0
0,0,12,1,1,3,1,0,0,0
0,0,14,1,0,-1,1,0,0,0
0,0,15,2,2,-4,1,0,0,0
0,0,16,1,0,-1,1,0,0,0
0,0,18,1,0,-31,1,1,0,0
0,0,19,4,39,-71,1,0,0,0
0,0,20,3,4,-74,1,1,0,0
0,0,21,1,1,-62,1,1,0,0
0,0,22,2,0,-62,1,0,0,0
0,0,23,2,1,-62,1,1,0,0
0,0,24,1,0,-60,0,1,0,0
0,0,26,2,4,-65,1,0,0,0
0,0,28,1,0,-81,0,0,0,0
0,0,29,3,3,-84,1,0,0,0
0,0,2,1,0,1,1,1,0,0
0,0,3,2,1,0,1,1,0,0
0,0,5,1,0,0,1,1,0,0
0,0,6,1,0,2,1,1,0,0
0,0,7,4,10,0,0,1,0,0
0,0,8,1,0,7,0,1,0,0
0,0,9,1,5,4,0,1,0,0
0,0,10,1,0,5,1,1,0,0
0,0,11,1,2,10,1,1,0,0
0,0,12,1,0,11,0,1,0,0
0,0,13,1,0,16,0,1,0,0
0,0,14,1,1,22,0,1,0,0
0,0,15,1,0,28,0,1,0,0
0,0,16,1,0,41,0,1,0,0
0,0,17,1,0,46,0,1,0,0
0,0,18,1,0,94,0,1,0,0
0,0,19,3,5,90,1,0,0,0
0,0,20,1,0,99,0,1,0,0
0,0,21,4,59,40,0,1,0,0
0,0,23,1,4,23,0,1,0,0
0,0,24,1,0,33,0,1,0,0
0,0,26,1,0,33,0,0,0,0
0,0,27,4,10,46,0,0,0,0
0,0,28,1,0,82,0,1,0,0
0,0,29,4,23,65,0,1,0,0
0,0,31,5,3,-99,1,1,0,0
0,0,2,5,0,2,1,0,0,0
0,0,3,2,1,1,1,1,0,0
0,0,4,1,0,4,1,1,0,0
0,0,5,1,0,3,0,0,0,0
0,0,6,1,0,8,1,1,0,0
0,0,7,4,12,0,1,0,0,0
0,0,8,1,0,0,1,1,0,0
0,0,9,1,0,19,0,1,0,0
0,0,10,2,7,16,0,0,0,0
0,0,11,1,3,28,0,0,0,0
0,0,13,1,0,29,1,1,0,0
0,0,17,2,5,1,1,0,0,0
0,0,18,2,3,0,1,0,0,0
0,0,21,2,20,-34,1,1,0,0
0,0,22,2,0,-15,1,1,0,0
0,0,24,2,41,-59,0,0,0,0
0,0,27,2,0,-100,1,0,0,0
0,0,1,1,0,-5,1,0,0,0
0,0,2,1,0,-6,1,0,0,0
0,0,4,1,1,-8,1,0,0,0
0,0,5,1,0,-6,1,0,0,0
0,0,6,1,0,-4,0,0,0,0
0,0,7,2,0,-2,1,0,0,0
0,0,8,1,0,-3,1,1,0,0
0,0,9,3,0,-3,1,0,0,0
0,0,10,2,1,1,1,0,0,0
0,0,11,2,1,1,1,1,0,0
0,0,12,3,1,0,1,1,0,0
0,0,13,1,3,2,1,0,0,0
0,0,15,1,3,6,0,0,0,0
0,0,16,1,0,5,1,1,0,0
0,0,17,1,2,5,0,0,0,0
0,0,19,2,0,5,1,1,0,0
0,0,20,1,0,3,0,0,0,0
0,0,21,1,1,6,1,1,0,0
0,0,22,1,0,23,0,0,0,0
0,0,23,2,4,25,0,0,0,0
0,0,24,1,0,24,1,0,0,0
0,0,25,2,3,19,1,0,0,0
0,0,27,2,0,26,1,1,0,0
0,0,28,2,4,21,0,0,0,0
0,0,29,1,1,20,0,0,0,0
0,0,30,1,0,23,1,1,0,0
0,0,32,2,0,29,1,1,0,0
0,0,34,3,0,25,1,1,0,0
0,0,35,2,2,23,1,0,0,0
0,0,36,1,1,25,1,0,0,0
0,0,37,1,0,31,1,1,0,0
0,0,38,2,0,34,1,0,0,0
0,0,39,3,0,36,1,0,0,0
0,0,41,1,0,63,0,0,0,0
0,0,42,1,0,78,0,1,0,0
0,0,43,1,0,82,0,1,0,0
0,0,44,3,0,88,1,0,0,0
0,0,45,1,0,93,1,1,0,0
0,0,2,2,1,6,1,0,0,0
0,0,3,1,2,4,1,0,0,0
0,0,4,1,1,3,1,1,0,0
0,0,5,2,1,2,1,0,0,0
0,0,6,4,3,1,1,0,0,0
0,0,7,1,5,-3,0,0,0,0
0,0,8,2,3,-5,1,0,0,0
0,0,10,1,1,-8,1,0,0,0
0,0,11,1,3,3,1,0,0,0
0,0,12,2,0,6,1,0,0,0
0,0,13,1,1,6,0,0,0,0
0,0,14,2,3,7,1,1,0,0
0,0,16,1,0,0,0,0,0,0
0,0,17,5,0,17,1,0,0,0
0,0,18,3,17,0,0,0,0,0
0,0,19,1,3,0,1,1,0,0
0,0,20,2,11,-12,0,1,0,0
0,0,21,1,0,-3,1,1,0,0
0,0,22,1,0,17,1,0,0,0
0,0,24,1,4,8,0,0,0,0
0,0,26,1,4,-9,0,0,0,0
0,0,27,1,0,-6,0,1,0,0
0,0,28,1,0,-3,0,1,0,0
0,0,29,1,5,14,0,1,0,0
0,0,31,1,0,95,0,0,0,0
0,0,32,1,0,95,0,1,0,0
0,0,33,1,0,96,1,1,0,0
1,0,1,1,0,4,1,0,0,0
1,0,2,2,0,1,1,0,0,0
1,0,3,1,0,1,1,0,0,0
1,0,5,1,0,3,1,0,0,0
1,0,8,2,1,-1,1,1,0,0
1,0,10,5,7,-2,1,0,0,0
1,0,11,1,0,-3,1,1,0,0
1,0,12,1,0,0,1,0,0,0
1,0,14,1,0,-3,1,0,0,0
1,0,16,1,1,-1,0,0,0,0
1,0,17,1,0,0,1,0,0,0
1,0,19,2,0,-18,1,0,0,0
1,0,21,1,4,-19,0,1,0,0
1,0,22,2,2,-20,1,1,0,0
1,0,24,1,2,-20,1,0,0,0
1,0,27,2,1,-68,1,1,0,0
1,0,28,4,5,-75,1,1,0,0
1,0,29,1,0,-74,1,0,0,0
1,0,30,3,3,-78,1,0,0,0
1,0,31,2,8,-80,0,0,0,0
1,0,32,2,1,-82,1,0,0,0
1,0,34,1,0,-85,1,0,0,0
1,0,35,3,2,-87,1,1,0,0
1,0,37,4,12,-99,1,0,0,0
1,0,38,1,0,-99,1,1,0,0
1,0,1,1,3,4,1,0,0,83
1,0,2,1,0,9,1,1,0,83
1,0,3,1,0,4,1,0,0,83
1,0,4,2,1,4,1,0,0,83
1,0,5,2,0,2,1,0,0,83
1,0,6,2,4,1,1,1,0,83
1,0,7,1,0,2,1,1,0,83
1,0,8,1,0,1,1,0,0,83
1,0,9,1,0,5,1,1,0,83
1,0,10,1,2,3,1,1,0,83
1,0,11,1,4,4,1,0,0,83
1,0,13,5,3,2,1,1,0,83
1,0,14,1,0,3,1,1,0,83
1,0,15,1,1,11,0,1,0,83
1,0,16,2,14,0,0,0,0,83
1,0,17,1,0,0,1,0,0,83
1,0,18,2,1,10,1,1,0,83
1,0,19,1,0,87,0,1,0,83
1,0,20,1,0,87,1,0,0,83
1,0,21,1,0,88,0,1,0,83
1,0,22,1,0,88,1,0,0,83
1,0,23,1,0,97,1,1,0,83
1,0,24,1,0,97,1,1,0,83
1,0,25,1,0,98,1,1,0,83
1,0,27,1,0,99,0,0,0,83
1,0,28,1,0,99,1,0,0,83
1,0,30,2,0,100,1,0,0,83
1,0,1,3,0,-6,1,0,0,0
1,0,2,3,3,-2,1,0,0,0
1,0,3,4,7,-6,1,0,0,0
1,0,4,2,2,0,1,0,0,0
1,0,6,1,1,4,0,0,0,0
1,0,7,1,2,2,1,0,0,0
1,0,8,1,0,7,1,0,0,0
1,0,9,2,8,19,0,1,0,0
1,0,10,5,28,-6,1,0,0,0
1,0,11,1,3,19,0,1,0,0
1,0,12,3,0,28,1,1,0,0
1,0,13,2,4,23,1,0,0,0
1,0,14,2,4,50,1,0,0,0
1,0,15,4,11,44,1,0,0,0
1,0,18,3,28,-3,0,0,0,0
1,0,20,1,0,39,0,0,0,0
1,0,21,2,0,50,1,0,0,0
1,0,22,1,0,55,0,0,0,0
1,0,23,1,0,65,0,0,0,0
1,0,24,1,0,70,0,1,0,0
1,0,25,1,0,74,0,1,0,0
1,0,26,2,0,77,1,1,0,0
1,0,27,1,0,85,0,0,0,0
1,0,28,1,2,83,0,0,0,0
1,0,30,5,12,86,0,1,0,0
1,0,31,4,10,88,0,0,0,0
1,0,32,2,0,100,1,0,0,0
1,0,1,1,0,5,1,0,0,50
1,0,2,2,1,5,1,0,0,50
1,0,4,1,0,8,1,0,0,50
1,0,5,5,7,2,1,1,0,50
1,0,6,4,4,1,1,0,0,50
1,0,7,1,1,3,1,0,0,50
1,0,8,1,0,13,1,1,0,50
1,0,10,1,0,17,1,0,0,50
1,0,11,3,4,15,1,1,0,50
1,0,13,3,8,21,0,1,0,50
1,0,14,1,0,22,1,0,0,50
1,0,15,1,4,26,1,0,0,50
1,0,16,4,5,27,0,0,0,50
1,0,17,1,0,28,1,0,0,50
1,0,18,1,9,31,0,0,0,50
1,0,19,2,1,39,1,0,0,50
1,0,20,4,10,39,1,0,0,50
1,0,21,3,1,46,0,0,0,50
1,0,22,1,0,47,0,0,0,50
1,0,23,1,0,47,0,0,0,50
1,0,24,1,0,46,0,0,0,50
1,0,25,1,0,46,1,0,0,50
1,0,26,1,0,48,0,1,0,50
1,0,27,3,5,42,1,0,0,50
1,0,28,2,2,46,1,0,0,50
1,0,29,1,0,45,1,0,0,50
1,0,30,5,45,0,1,1,0,50
1,0,31,3,10,-9,0,0,0,50
1,0,32,3,0,-13,1,0,0,50
1,0,33,1,0,-9,0,0,0,50
1,0,34,1,0,0,1,0,0,50
1,0,35,1,0,1,1,1,0,50
1,0,36,1,1,0,1,1,0,50
1,0,37,1,1,1,1,1,0,50
1,0,38,1,0,71,0,1,0,50
1,0,39,1,0,75,0,1,0,50
1,0,40,1,0,78,0,0,0,50
1,0,41,2,0,90,1,0,0,50
1,0,42,1,0,96,1,0,0,50
1,0,43,1,0,99,1,0,0,50
1,0,44,1,0,99,1,0,0,50
1,0,45,2,0,99,1,0,0,50
1,0,46,3,0,99,1,0,0,50
1,0,47,2,0,99,1,1,0,50
1,0,48,2,0,99,1,0,0,50
1,0,49,1,0,99,1,0,0,50
1,0,50,1,0,100,1,0,0,50
1,0,51,5,0,100,1,1,0,50
1,0,52,4,0,100,1,0,0,50
1,0,53,5,0,100,1,0,0,50
1,0,54,1,0,100,1,0,0,50
1,0,55,1,0,100,1,0,0,50
1,0,56,1,0,100,1,0,0,50
1,0,57,1,0,100,1,0,0,50
1,0,58,1,0,100,1,0,0,50
1,0,61,2,0,100,1,0,0,50
1,0,62,1,0,100,1,0,0,50
1,0,63,1,0,100,1,0,0,50
1,0,66,1,0,100,1,0,0,50
1,0,69,3,200,-100,1,0,0,50
1,0,1,1,1,5,1,0,0,94
1,0,2,1,5,6,0,1,0,94
1,0,3,3,5,1,1,1,0,94
1,0,4,2,0,3,1,1,0,94
1,0,5,1,0,2,1,1,0,94
1,0,6,2,0,2,1,1,0,94
1,0,7,1,0,2,0,1,0,94
1,0,8,1,0,3,1,1,0,94
1,0,9,1,0,1,0,0,0,94
1,0,10,3,1,1,1,0,0,94
1,0,11,1,0,1,1,1,0,94
1,0,12,2,1,0,1,1,0,94
1,0,13,5,8,-5,0,1,0,94
1,0,14,1,0,5,1,0,0,94
1,0,15,1,0,6,0,1,0,94
1,0,17,1,1,2,1,1,0,94
1,0,18,2,1,2,1,1,0,94
1,0,20,1,0,0,1,1,0,94
1,0,21,2,0,18,1,0,0,94
1,0,22,2,0,46,1,0,0,94
1,0,23,2,0,49,1,1,0,94
1,0,24,1,0,65,0,1,0,94
1,0,25,4,3,62,0,1,0,94
1,0,26,2,10,53,0,0,0,94
1,0,27,3,0,66,1,1,0,94
1,0,28,2,0,70,1,1,0,94
1,0,29,1,0,80,1,1,0,94
1,0,30,1,0,83,0,1,0,94
1,0,31,1,0,83,0,1,0,94
1,0,32,4,0,85,1,1,0,94
1,0,33,4,1,83,1,1,0,94
1,0,34,1,0,87,1,1,0,94
1,0,35,1,0,94,1,1,0,94
1,0,36,1,0,94,1,1,0,94
1,0,1,2,2,-4,1,0,0,90
1,0,2,2,5,-3,1,1,0,90
1,0,3,1,0,2,1,1,0,90
1,0,4,1,0,4,1,1,0,90
1,0,5,3,1,14,1,1,0,90
1,0,6,4,0,12,1,1,0,90
1,0,7,3,1,12,1,1,0,90
1,0,8,2,5,8,1,1,0,90
1,0,9,1,0,16,1,1,0,90
1,0,10,1,0,36,0,1,0,90
1,0,11,1,0,39,0,1,0,90
1,0,12,1,1,44,1,1,0,90
1,0,13,1,0,54,1,1,0,90
1,0,14,1,0,58,1,1,0,90
1,0,15,1,2,57,1,1,0,90
1,0,16,2,6,60,0,1,0,90
1,0,17,1,0,66,1,1,0,90
1,0,18,3,14,54,0,1,0,90
1,0,19,1,0,63,0,1,0,90
1,0,20,2,3,90,1,1,0,90
1,0,21,3,14,76,1,1,0,90
1,0,22,3,0,90,1,1,0,90
1,0,23,1,0,99,1,1,0,90
1,0,24,1,0,100,1,0,0,90
1,0,25,1,0,100,1,0,0,90
1,0,26,1,0,100,1,1,0,90
1,0,27,1,0,100,1,1,0,90
1,0,28,1,0,100,1,1,0,90
1,0,29,1,0,100,1,1,0,90
1,0,30,1,200,-100,1,1,0,90
1,0,1,1,0,7,1,0,0,85
1,0,2,1,3,4,0,0,0,85
1,0,3,1,1,5,1,0,0,85
1,0,4,2,0,5,1,1,0,85
1,0,5,1,0,26,0,0,0,85
1,0,6,1,0,26,0,0,0,85
1,0,7,2,0,26,1,0,0,85
1,0,8,1,3,24,1,0,0,85
1,0,9,4,0,25,1,0,0,85
1,0,10,1,1,24,1,1,0,85
1,0,11,1,0,30,1,0,0,85
1,0,12,1,0,30,1,1,0,85
1,0,13,1,0,72,0,0,0,85
1,0,14,1,0,75,0,0,0,85
1,0,15,1,0,80,1,0,0,85
1,0,16,3,3,83,1,0,0,85
1,0,17,5,6,78,1,0,0,85
1,0,18,2,2,80,1,1,0,85
1,0,19,1,0,83,1,1,0,85
1,0,20,1,0,84,1,0,0,85
1,0,22,2,0,85,1,1,0,85
1,0,23,3,0,86,1,1,0,85
1,0,24,3,3,86,1,0,0,85
1,0,25,4,4,84,1,0,0,85
1,0,26,1,0,88,1,0,0,85
1,0,27,1,0,99,0,0,0,85
1,0,1,2,0,-5,1,0,0,80
1,0,2,1,3,-7,1,0,0,80
1,0,3,1,1,-4,1,0,0,80
1,0,4,1,0,4,0,1,0,80
1,0,6,1,4,-6,0,0,0,80
1,0,7,1,2,13,0,0,0,80
1,0,8,1,0,16,0,1,0,80
1,0,9,1,0,65,0,0,0,80
1,0,10,3,12,61,0,1,0,80
1,0,11,2,1,60,0,0,0,80
1,0,12,1,0,62,0,1,0,80
1,0,13,4,9,53,1,1,0,80
1,0,14,1,0,56,0,1,0,80
1,0,15,1,0,56,0,1,0,80
1,0,16,1,0,71,1,1,0,80
1,0,18,1,0,75,1,1,0,80
1,0,19,1,0,78,1,1,0,80
1,0,20,2,0,78,1,1,0,80
1,0,22,1,0,78,1,1,0,80
1,0,23,1,0,86,0,1,0,80
1,0,25,3,2,81,1,1,0,80
1,0,26,1,0,84,0,1,0,80
1,0,27,1,0,86,1,1,0,80
1,0,29,4,1,87,1,1,0,80
1,0,31,2,0,92,1,1,0,80
1,0,2,5,5,-5,1,1,0,42
1,0,5,4,2,-8,1,0,0,42
1,0,6,2,0,-4,1,1,0,42
1,0,7,2,1,-3,1,0,0,42
1,0,8,1,1,-2,1,1,0,42
1,0,9,1,0,4,1,1,0,42
1,0,10,1,2,22,0,1,0,42
1,0,11,1,0,25,0,1,0,42
1,0,12,2,8,16,0,0,0,42
1,0,15,1,1,1,1,1,0,42
1,0,17,1,0,0,0,0,0,42
1,0,18,2,11,-1,0,0,0,42
1,0,19,1,0,0,1,1,0,42
1,0,20,3,25,-23,0,1,0,42
1,0,21,1,1,0,1,0,0,42
1,0,23,1,0,-65,0,0,0,42
1,0,24,1,0,-65,0,1,0,42
1,0,25,1,2,-18,1,0,0,42
