engine,titled,moveNumber,rank,loss,advantage,ambiguous,timeConsistent,bot,blur
1,0,30,1,0,78,0,1,0,86
1,0,31,2,3,80,1,1,0,86
1,0,32,1,0,83,0,1,0,86
1,0,33,1,0,84,1,1,0,86
1,0,34,1,0,87,1,1,0,86
1,0,35,1,0,100,0,1,0,86
1,0,36,1,0,100,1,1,0,86
1,0,37,1,0,100,1,0,0,86
1,0,38,1,200,-100,1,0,0,86
1,0,1,2,3,-6,1,0,0,83
1,0,2,1,0,-4,1,0,0,83
1,0,3,2,0,-2,1,1,0,83
1,0,5,2,1,0,1,0,0,83
1,0,6,1,0,1,1,1,0,83
1,0,7,1,0,1,1,0,0,83
1,0,8,1,0,7,1,1,0,83
1,0,9,1,0,6,1,0,0,83
1,0,10,1,0,7,1,0,0,83
1,0,11,4,0,6,1,0,0,83
1,0,12,1,0,6,1,0,0,83
1,0,13,1,0,4,1,0,0,83
1,0,14,1,0,11,0,1,0,83
1,0,15,4,2,8,1,1,0,83
1,0,16,2,7,6,1,0,0,83
1,0,17,1,0,28,0,0,0,83
1,0,18,1,0,31,1,1,0,83
1,0,19,1,3,30,0,0,0,83
1,0,20,1,0,37,0,1,0,83
1,0,21,1,1,36,0,0,0,83
1,0,22,1,1,36,0,1,0,83
1,0,23,1,1,38,0,1,0,83
1,0,24,1,1,39,1,1,0,83
1,0,25,1,1,37,1,1,0,83
1,0,26,1,0,55,0,1,0,83
1,0,27,1,0,87,0,1,0,83
1,0,28,1,0,89,0,0,0,83
1,0,29,1,0,91,0,0,0,83
1,0,30,1,0,91,1,1,0,83
1,0,31,1,0,92,1,1,0,83
1,0,32,1,0,93,0,1,0,83
1,0,33,1,0,93,1,0,0,83
1,0,34,1,0,96,1,0,0,83
1,0,35,1,0,97,1,1,0,83
1,0,36,2,1,98,1,1,0,83
1,0,1,1,1,3,1,0,0,0
1,0,2,1,1,5,1,0,0,0
1,0,3,1,0,2,1,0,0,0
1,0,4,3,4,6,1,1,0,0
1,0,5,1,0,14,0,0,0,0
1,0,6,5,22,-2,0,0,0,0
1,0,7,2,5,-2,1,1,0,0
1,0,8,3,3,-1,0,1,0,0
1,0,9,1,0,2,1,1,0,0
1,0,10,1,0,29,0,0,0,0
1,0,11,4,8,23,0,0,0,0
1,0,12,3,2,24,1,0,0,0
1,0,13,1,0,30,0,0,0,0
1,0,14,4,7,22,1,1,0,0
1,0,15,1,0,23,0,1,0,0
1,0,17,2,1,26,1,0,0,0
1,0,18,1,0,23,0,0,0,0
1,0,19,1,0,34,0,0,0,0
1,0,20,2,5,28,0,1,0,0
1,0,22,5,13,-34,1,0,0,0
1,0,23,3,7,-37,1,1,0,0
1,0,24,1,0,-29,1,1,0,0
1,0,26,2,5,-47,1,0,0,0
1,0,27,2,7,-54,1,0,0,0
1,0,29,2,18,-83,0,0,0,0
1,0,1,1,2,4,1,0,0,0
1,0,2,4,6,1,1,1,0,0
1,0,3,4,27,1,0,0,0,0
1,0,4,5,5,19,1,1,0,0
1,0,5,1,0,21,1,0,0,0
1,0,6,5,8,10,1,1,0,0
1,0,7,1,0,19,0,0,0,0
1,0,8,4,4,13,1,1,0,0
1,0,9,3,1,11,1,0,0,0
1,0,12,4,3,0,1,0,0,0
1,0,13,1,2,13,0,0,0,0
1,0,15,1,3,7,0,1,0,0
1,0,16,1,0,43,0,0,0,0
1,0,17,1,0,48,1,0,0,0
1,0,18,1,0,51,0,0,0,0
1,0,19,2,15,36,0,0,0,0
1,0,20,2,6,30,0,0,0,0
1,0,21,1,0,36,0,1,0,0
1,0,22,1,0,41,1,0,0,0
1,0,23,2,5,65,1,0,0,0
1,0,24,1,0,66,0,1,0,0
1,0,25,3,65,22,0,0,0,0
1,0,26,3,5,18,1,0,0,0
1,0,27,1,0,48,0,0,0,0
1,0,28,1,0,51,0,0,0,0
1,0,29,1,0,87,0,0,0,0
1,0,30,1,0,88,0,0,0,0
1,0,31,1,0,95,0,0,0,0
1,0,32,1,0,100,1,0,0,0
1,0,1,1,1,6,1,0,1,9
1,0,3,1,0,-7,1,1,1,9
1,0,4,4,5,-4,1,1,1,9
1,0,5,2,6,-10,1,0,1,9
1,0,6,3,6,-19,1,1,1,9
1,0,7,1,0,14,1,0,1,9
1,0,8,3,15,30,0,0,1,9
1,0,9,1,2,26,1,1,1,9
1,0,10,2,0,23,1,0,1,9
1,0,11,1,0,23,0,0,1,9
1,0,12,1,0,79,0,0,1,9
1,0,13,1,0,90,1,0,1,9
1,0,14,1,0,95,1,0,1,9
1,0,15,1,0,95,0,1,1,9
1,0,16,3,0,98,1,0,1,9
1,0,17,2,0,98,1,0,1,9
1,0,18,2,0,98,1,0,1,9
1,0,20,3,0,98,1,0,1,9
1,0,21,1,0,98,1,1,1,9
1,0,22,2,0,98,1,0,1,9
1,0,23,2,0,99,1,0,1,9
1,0,24,1,0,99,1,0,1,9
1,0,25,1,0,99,1,0,1,9
1,0,26,1,0,99,1,1,1,9
1,0,27,2,0,100,1,1,1,9
1,0,28,2,0,100,1,1,1,9
1,0,29,3,0,100,1,1,1,9
1,0,30,1,0,100,1,0,1,9
1,0,31,2,200,-100,1,1,1,9
1,0,1,1,0,6,1,0,1,0
1,0,2,1,0,12,0,0,1,0
1,0,3,1,0,52,0,1,1,0
1,0,4,2,0,53,1,1,1,0
1,0,5,1,3,51,1,1,1,0
1,0,7,1,0,60,1,1,1,0
1,0,8,3,0,74,1,1,1,0
1,0,9,1,0,73,1,1,1,0
1,0,10,1,3,73,1,1,1,0
1,0,11,1,0,83,1,1,1,0
1,0,12,1,0,84,0,1,1,0
1,0,13,1,0,95,0,1,1,0
1,0,14,1,0,96,0,0,1,0
1,0,15,1,0,96,0,0,1,0
1,0,16,1,0,96,0,0,1,0
1,0,17,1,0,96,1,0,1,0
1,0,18,1,0,97,1,0,1,0
1,0,19,1,0,97,1,0,1,0
1,0,20,1,0,97,1,0,1,0
1,0,21,1,0,97,1,0,1,0
1,0,22,1,0,97,1,0,1,0
1,0,23,1,0,98,1,0,1,0
1,0,24,1,0,98,1,0,1,0
1,0,25,1,0,98,1,0,1,0
1,0,26,1,0,100,1,1,1,0
1,0,27,1,0,100,1,0,1,0
1,0,28,1,0,100,1,1,1,0
1,0,29,1,0,100,1,1,1,0
1,0,30,1,200,-100,1,1,1,0
1,0,1,4,0,-5,1,0,1,5
1,0,2,2,2,-6,1,0,1,5
1,0,3,1,0,-2,1,0,1,5
1,0,4,2,0,-1,1,0,1,5
1,0,5,1,0,-3,1,0,1,5
1,0,6,3,1,-1,1,1,1,5
1,0,7,2,2,-2,1,1,1,5
1,0,9,3,7,-7,1,1,1,5
1,0,10,1,0,-5,1,0,1,5
1,0,11,1,0,0,1,1,1,5
1,0,13,1,2,10,0,1,1,5
1,0,14,1,3,27,0,1,1,5
1,0,15,1,0,35,0,1,1,5
1,0,16,1,2,35,0,0,1,5
1,0,17,3,3,35,1,1,1,5
1,0,18,1,0,45,0,1,1,5
1,0,19,1,0,46,1,1,1,5
1,0,20,3,3,45,1,1,1,5
1,0,21,1,1,56,1,0,1,5
1,0,22,1,0,60,1,1,1,5
1,0,23,1,3,58,0,0,1,5
1,0,24,2,0,59,1,1,1,5
1,0,25,4,0,64,1,0,1,5
1,0,26,1,1,65,1,0,1,5
1,0,27,1,0,67,0,0,1,5
1,0,28,1,0,69,1,1,1,5
1,0,29,1,0,73,0,0,1,5
1,0,30,1,0,91,1,0,1,5
1,0,31,1,0,99,0,0,1,5
1,0,32,1,0,99,0,0,1,5
1,0,33,1,0,99,1,0,1,5
1,0,34,1,0,100,1,0,1,5
1,0,35,1,0,100,0,0,1,5
1,0,36,1,0,100,0,0,1,5
1,0,37,1,0,100,1,0,1,5
1,0,1,1,5,5,0,0,0,0
1,0,3,3,2,0,1,1,0,0
1,0,6,3,0,-4,1,1,0,0
1,0,7,1,1,-5,0,0,0,0
1,0,8,1,0,-4,0,0,0,0
1,0,9,1,0,-3,1,1,0,0
1,0,10,1,1,-4,1,0,0,0
1,0,12,2,0,-2,1,0,0,0
1,0,13,1,0,4,1,1,0,0
1,0,14,1,3,8,0,0,0,0
1,0,15,1,2,19,1,1,0,0
1,0,16,1,0,22,1,0,0,0
1,0,19,3,0,10,1,0,0,0
1,0,21,2,1,9,1,1,0,0
1,0,22,1,0,20,1,1,0,0
1,0,23,1,0,25,0,1,0,0
1,0,24,2,22,47,0,0,0,0
1,0,25,1,0,55,1,1,0,0
1,0,26,1,0,57,0,0,0,0
1,0,27,3,9,48,0,0,0,0
1,0,28,1,0,82,0,0,0,0
1,0,29,2,1,80,1,0,0,0
1,0,30,2,0,82,1,0,0,0
1,0,31,1,0,83,0,0,0,0
1,0,32,1,0,83,0,0,0,0
1,0,33,1,0,87,1,0,0,0
1,0,34,1,0,100,0,0,0,0
1,0,35,3,0,100,1,0,0,0
1,0,37,1,0,100,1,0,0,0
1,0,39,1,0,100,1,0,0,0
1,0,1,2,2,9,1,0,0,0
1,0,2,1,3,4,1,1,0,0
1,0,3,1,0,5,0,1,0,0
1,0,4,1,0,10,1,1,0,0
1,0,5,1,1,10,0,1,0,0
1,0,6,2,2,8,1,1,0,0
1,0,7,1,0,8,1,1,0,0
1,0,8,4,2,7,1,1,0,0
1,0,9,1,0,22,1,1,0,0
1,0,10,1,1,23,1,1,0,0
1,0,11,1,3,27,1,1,0,0
1,0,12,1,0,30,1,1,0,0
1,0,13,1,9,50,0,1,0,0
1,0,14,1,0,58,0,1,0,0
1,0,15,1,0,62,0,1,0,0
1,0,16,1,0,62,0,1,0,0
1,0,17,1,1,62,0,1,0,0
1,0,18,1,0,63,0,1,0,0
1,0,19,1,0,65,0,1,0,0
1,0,20,1,2,64,0,1,0,0
1,0,21,1,1,63,0,1,0,0
1,0,22,1,0,88,0,1,0,0
1,0,23,3,1,97,1,1,0,0
1,0,24,1,0,100,1,1,0,0
1,0,25,1,0,100,0,0,0,0
1,0,26,1,0,100,1,1,0,0
1,0,27,1,0,100,1,1,0,0
1,0,28,1,200,-100,1,1,0,0
1,0,1,2,2,-5,1,0,0,83
1,0,2,1,0,-6,1,1,0,83
1,0,3,1,1,-6,1,1,0,83
1,0,4,1,0,-2,1,0,0,83
1,0,5,2,2,-3,1,1,0,83
1,0,6,1,0,-2,1,0,0,83
1,0,7,1,0,0,1,1,0,83
1,0,8,1,0,1,0,1,0,83
1,0,9,1,1,1,1,0,0,83
1,0,10,4,4,-2,1,1,0,83
1,0,11,2,1,0,1,1,0,83
1,0,12,3,1,0,1,0,0,83
1,0,13,2,0,5,1,1,0,83
1,0,14,1,0,4,0,1,0,83
1,0,15,1,0,13,0,1,0,83
1,0,16,2,1,26,1,1,0,83
1,0,17,1,1,29,1,1,0,83
1,0,18,1,0,44,1,0,0,83
1,0,19,1,0,44,0,0,0,83
1,0,20,2,0,48,1,0,0,83
1,0,21,1,0,57,0,1,0,83
1,0,22,1,0,81,1,1,0,83
1,0,23,1,0,86,1,0,0,83
1,0,24,1,0,88,1,1,0,83
1,0,25,1,0,91,1,1,0,83
1,0,26,1,0,99,1,1,0,83
1,0,27,1,0,99,0,0,0,83
1,0,28,1,0,99,0,0,0,83
1,0,29,1,0,99,0,0,0,83
1,0,30,2,10,89,0,0,0,83
1,0,1,2,0,5,1,0,0,94
1,0,3,3,7,-3,1,0,0,94
1,0,4,1,3,0,0,0,0,94
1,0,5,3,5,-1,1,1,0,94
1,0,6,1,0,0,1,1,0,94
1,0,7,1,0,-1,1,1,0,94
1,0,8,1,2,6,1,1,0,94
1,0,9,1,2,1,1,1,0,94
1,0,10,1,6,-1,1,1,0,94
1,0,11,1,0,0,0,1,0,94
1,0,12,1,0,0,1,1,0,94
1,0,13,4,3,-3,1,0,0,94
1,0,14,1,0,-2,1,0,0,94
1,0,15,3,0,-2,1,1,0,94
1,0,16,4,5,-5,1,0,0,94
1,0,17,2,2,-2,1,1,0,94
1,0,18,1,0,-2,0,1,0,94
1,0,19,1,2,9,0,1,0,94
1,0,20,1,2,16,0,0,0,94
1,0,22,1,0,12,1,1,0,94
1,0,24,5,6,0,0,0,0,94
1,0,25,1,1,4,1,0,0,94
1,0,26,4,0,3,1,1,0,94
1,0,27,1,5,18,0,1,0,94
1,0,28,1,0,36,0,1,0,94
1,0,29,1,0,85,0,1,0,94
1,0,30,1,0,88,0,1,0,94
1,0,31,1,0,94,1,1,0,94
1,0,32,1,0,97,0,1,0,94
1,0,33,1,0,98,1,1,0,94
1,0,34,1,0,100,1,1,0,94
1,0,35,1,0,100,1,1,0,94
1,0,1,1,5,3,1,0,0,70
1,0,2,2,2,5,1,0,0,70
1,0,4,1,1,5,0,0,0,70
1,0,5,1,0,1,1,0,0,70
1,0,7,3,0,8,1,1,0,70
1,0,8,1,0,4,1,0,0,70
1,0,9,1,0,5,1,1,0,70
1,0,10,5,1,3,1,0,0,70
1,0,11,2,0,1,1,1,0,70
1,0,12,1,0,2,1,0,0,70
1,0,13,1,0,4,0,0,0,70
1,0,14,1,1,3,0,1,0,70
1,0,15,5,0,3,1,1,0,70
1,0,16,1,0,23,0,0,0,70
1,0,17,1,3,22,0,1,0,70
1,0,18,1,0,22,0,1,0,70
1,0,19,2,1,22,1,0,0,70
1,0,20,3,1,21,1,0,0,70
1,0,21,1,1,19,0,0,0,70
1,0,22,1,0,27,0,1,0,70
1,0,23,2,0,27,1,1,0,70
1,0,24,1,0,26,0,1,0,70
1,0,25,1,0,32,0,1,0,70
1,0,26,1,0,33,1,1,0,70
1,0,27,1,0,45,1,1,0,70
1,0,28,3,8,38,0,1,0,70
1,0,29,2,7,39,0,0,0,70
1,0,30,1,0,80,0,0,0,70
1,0,31,1,0,90,0,0,0,70
1,0,32,2,1,89,1,1,0,70
1,0,33,1,0,90,0,1,0,70
1,0,34,1,0,90,0,1,0,70
1,0,35,1,0,91,1,1,0,70
1,0,36,1,0,95,1,1,0,70
1,0,37,1,0,95,0,0,0,70
1,0,1,4,8,-12,1,0,0,37
1,0,2,1,3,-14,1,0,0,37
1,0,3,2,2,-11,1,0,0,37
1,0,5,1,0,-14,1,1,0,37
1,0,6,3,0,-9,1,0,0,37
1,0,7,1,0,-7,1,0,0,37
1,0,8,1,0,-8,1,0,0,37
1,0,9,1,0,-6,1,1,0,37
1,0,10,1,0,1,0,1,0,37
1,0,11,1,5,4,0,0,0,37
1,0,12,1,1,7,0,0,0,37
1,0,13,1,3,6,0,1,0,37
1,0,14,1,0,11,0,1,0,37
1,0,15,1,0,14,0,0,0,37
1,0,16,1,0,10,0,1,0,37
1,0,17,2,5,17,1,1,0,37
1,0,18,1,0,19,0,1,0,37
1,0,19,1,0,22,0,0,0,37
1,0,20,1,5,16,0,1,0,37
1,0,21,1,0,21,0,1,0,37
1,0,22,1,0,22,0,1,0,37
1,0,23,1,4,21,0,0,0,37
1,0,24,3,2,18,1,1,0,37
1,0,25,1,3,29,0,1,0,37
1,0,26,1,0,32,0,1,0,37
1,0,28,1,1,20,0,1,0,37
1,0,30,3,0,19,1,0,0,37
1,0,31,3,0,22,1,0,0,37
1,0,32,2,0,20,1,0,0,37
1,0,34,2,0,0,1,1,0,37
1,0,35,1,0,9,0,0,0,37
1,0,38,1,2,-83,0,0,0,37
1,0,41,1,0,-100,1,1,0,37
1,0,42,1,0,-100,1,1,0,37
1,0,43,1,0,-100,1,0,0,37
1,0,1,4,6,-12,1,0,0,70
1,0,2,1,0,-13,1,0,0,70
1,0,3,4,4,-13,1,0,0,70
1,0,5,2,0,-11,1,0,0,70
1,0,6,1,1,-6,1,1,0,70
1,0,7,1,0,-5,1,1,0,70
1,0,8,1,0,0,1,1,0,70
1,0,9,2,1,-1,1,1,0,70
1,0,10,1,0,0,1,1,0,70
1,0,11,1,0,9,0,1,0,70
1,0,12,1,1,13,1,1,0,70
1,0,13,1,1,14,0,0,0,70
1,0,14,1,2,11,0,1,0,70
1,0,15,1,1,12,0,1,0,70
1,0,16,2,0,15,1,1,0,70
1,0,17,1,0,21,0,1,0,70
1,0,18,1,1,40,1,0,0,70
1,0,19,4,1,46,1,1,0,70
1,0,20,1,4,64,0,1,0,70
1,0,21,1,0,69,0,0,0,70
1,0,22,1,0,69,0,1,0,70
1,0,23,1,0,90,0,1,0,70
1,0,24,1,0,87,1,1,0,70
1,0,25,1,0,94,0,1,0,70
1,0,26,1,0,95,1,1,0,70
1,0,27,1,0,97,1,1,0,70
1,0,1,1,2,-1,1,0,0,75
1,0,2,5,2,-2,1,1,0,75
1,0,3,1,0,0,1,0,0,75
1,0,4,1,2,-1,1,0,0,75
1,0,5,4,19,-5,0,0,0,75
1,0,6,3,2,-7,1,0,0,75
1,0,7,1,0,-7,1,1,0,75
1,0,8,1,0,-4,1,1,0,75
1,0,9,2,0,9,1,1,0,75
1,0,10,1,0,7,1,1,0,75
1,0,11,3,0,9,1,1,0,75
1,0,12,1,2,9,1,1,0,75
1,0,13,2,1,9,1,1,0,75
1,0,14,1,1,8,1,1,0,75
1,0,15,1,0,7,1,1,0,75
1,0,16,2,2,5,1,0,0,75
1,0,17,2,0,7,1,0,0,75
1,0,18,1,0,7,1,1,0,75
1,0,19,5,0,6,1,1,0,75
1,0,20,2,0,10,1,1,0,75
1,0,21,5,5,7,1,1,0,75
1,0,23,4,0,7,1,1,0,75
1,0,24,1,0,7,1,1,0,75
1,0,25,1,1,12,1,0,0,75
1,0,26,1,0,17,0,1,0,75
1,0,27,1,6,13,0,1,0,75
1,0,28,1,0,20,0,0,0,75
1,0,29,1,0,24,1,0,0,75
1,0,30,1,1,25,1,1,0,75
1,0,31,1,2,31,1,1,0,75
1,0,32,1,1,45,0,1,0,75
1,0,33,1,0,83,0,1,0,75
1,0,34,1,0,87,0,1,0,75
1,0,35,2,0,90,1,0,0,75
1,0,36,3,2,88,1,0,0,75
1,0,37,1,0,89,1,1,0,75
1,0,38,4,1,89,1,1,0,75
1,0,39,2,0,94,1,0,0,75
1,0,40,1,0,95,1,0,0,75
1,0,2,1,0,-10,1,0,0,76
1,0,3,2,2,-12,1,0,0,76
1,0,4,2,0,-12,1,1,0,76
1,0,5,4,0,-10,1,0,0,76
1,0,6,5,7,-13,0,1,0,76
1,0,7,3,0,-4,1,1,0,76
1,0,8,2,0,-4,1,1,0,76
1,0,9,1,1,-1,1,0,0,76
1,0,10,4,0,0,1,0,0,76
1,0,11,1,2,4,1,1,0,76
1,0,12,2,1,3,1,0,0,76
1,0,14,1,0,3,1,0,0,76
1,0,15,1,1,3,1,1,0,76
1,0,16,1,0,14,1,0,0,76
1,0,17,3,0,12,1,0,0,76
1,0,18,1,0,13,1,0,0,76
1,0,19,1,0,9,0,1,0,76
1,0,20,1,0,24,1,1,0,76
1,0,21,2,4,25,1,1,0,76
1,0,22,1,0,24,1,0,0,76
1,0,23,1,3,47,1,0,0,76
1,0,24,1,2,48,0,0,0,76
1,0,25,3,0,52,1,1,0,76
1,0,26,1,1,51,1,0,0,76
1,0,1,3,2,4,1,0,0,0
1,0,2,1,2,2,1,1,0,0
1,0,3,1,0,9,1,1,0,0
1,0,5,2,4,3,1,1,0,0
1,0,6,3,3,3,1,1,0,0
1,0,7,1,3,0,1,1,0,0
1,0,8,2,1,6,1,1,0,0
1,0,9,3,0,10,1,1,0,0
1,0,10,1,1,11,1,1,0,0
1,0,11,1,1,19,0,1,0,0
1,0,12,1,0,26,0,1,0,0
1,0,13,1,0,26,1,1,0,0
1,0,14,1,5,21,0,1,0,0
1,0,15,1,1,43,0,1,0,0
1,0,16,1,0,44,0,1,0,0
1,0,17,1,2,40,0,1,0,0
1,0,18,1,0,41,0,1,0,0
1,0,19,1,2,41,0,0,0,0
1,0,20,1,0,43,0,1,0,0
1,0,21,2,2,54,0,1,0,0
1,0,22,1,0,53,1,1,0,0
1,0,23,1,0,59,1,1,0,0
1,0,24,3,2,59,1,1,0,0
1,0,25,1,1,63,1,1,0,0
1,0,26,1,0,73,0,1,0,0
1,0,1,1,0,-4,1,0,0,0
1,0,2,3,0,-5,1,1,0,0
1,0,3,3,0,-6,1,1,0,0
1,0,4,2,0,-4,1,1,0,0
1,0,5,1,3,-2,1,1,0,0
1,0,6,1,0,-3,0,1,0,0
1,0,7,1,0,-1,0,1,0,0
1,0,8,1,3,-4,0,1,0,0
1,0,9,1,0,-5,0,1,0,0
1,0,10,2,1,-4,1,1,0,0
1,0,11,5,12,-15,1,1,0,0
1,0,12,3,2,-9,1,1,0,0
1,0,13,1,0,2,0,1,0,0
1,0,14,1,0,35,0,1,0,0
1,0,15,1,0,87,0,1,0,0
1,0,16,1,0,92,1,1,0,0
1,0,17,1,0,93,1,1,0,0
1,0,18,1,0,95,1,1,0,0
1,0,19,1,0,96,1,1,0,0
1,0,20,3,1,96,1,1,0,0
1,0,21,1,0,96,1,1,0,0
1,0,22,1,0,97,1,1,0,0
1,0,23,1,0,98,0,1,0,0
1,0,24,2,0,99,1,0,0,0
1,0,25,1,0,99,1,1,0,0
1,0,26,2,0,100,1,1,0,0
1,0,27,2,0,100,1,1,0,0
1,0,28,1,0,100,1,1,0,0
1,0,1,5,6,-12,1,0,0,0
1,0,2,1,0,-14,1,1,0,0
1,0,3,1,1,-10,1,1,0,0
1,0,4,1,0,-7,1,0,0,0
1,0,5,1,0,-5,1,1,0,0
1,0,7,1,0,-4,1,0,0,0
1,0,8,1,16,-14,0,1,0,0
1,0,9,1,10,-6,1,1,0,0
1,0,11,1,2,1,1,1,0,0
1,0,12,2,9,-2,0,1,0,0
1,0,13,2,0,6,1,1,0,0
1,0,14,1,0,8,1,1,0,0
1,0,15,1,1,8,0,1,0,0
1,0,16,1,3,18,1,1,0,0
1,0,17,2,6,13,1,1,0,0
1,0,18,3,13,30,1,0,0,0
1,0,19,1,0,79,0,0,0,0
1,0,20,1,0,88,0,0,0,0
1,0,21,2,2,90,1,1,0,0
1,0,22,1,0,95,0,1,0,0
1,0,23,1,0,98,1,0,0,0
1,0,24,1,0,100,1,0,0,0
1,0,25,1,0,100,1,1,0,0
1,0,26,1,200,-100,1,1,0,0
1,0,1,3,2,3,1,0,0,0
1,0,2,4,3,2,1,1,0,0
1,0,3,1,1,3,1,1,0,0
1,0,4,1,2,3,1,1,0,0
1,0,5,4,3,4,1,0,0,0
1,0,6,3,1,7,1,0,0,0
1,0,7,1,0,6,1,1,0,0
1,0,9,1,0,3,1,1,0,0
1,0,10,1,1,3,1,0,0,0
1,0,11,2,3,8,1,0,0,0
1,0,12,2,0,13,1,1,0,0
1,0,13,3,0,12,1,0,0,0
1,0,14,1,1,18,1,1,0,0
1,0,15,2,2,22,1,1,0,0
1,0,16,1,2,24,1,1,0,0
1,0,18,1,0,28,0,1,0,0
1,0,20,2,3,24,1,1,0,0
1,0,21,1,0,27,0,0,0,0
1,0,22,1,0,43,1,0,0,0
1,0,23,1,0,52,0,1,0,0
1,0,24,1,0,54,0,1,0,0
1,0,25,1,0,72,0,0,0,0
1,0,26,1,0,75,1,0,0,0
1,0,27,1,0,75,0,1,0,0
1,0,29,2,7,70,0,1,0,0
1,0,30,2,4,65,0,1,0,0
1,0,32,4,0,75,1,1,0,0
1,0,33,4,3,72,1,1,0,0
1,0,34,5,9,73,0,1,0,0
1,0,35,1,0,73,0,1,0,0
1,0,36,1,0,74,0,1,0,0
1,0,37,1,0,75,0,0,0,0
1,0,38,1,0,76,0,1,0,0
1,0,1,1,0,4,1,0,0,0
1,0,2,1,0,8,1,0,0,0
1,0,3,1,3,20,0,1,0,0
1,0,4,1,0,25,0,1,0,0
1,0,5,1,3,20,0,0,0,0
1,0,6,1,0,24,1,1,0,0
1,0,7,3,0,28,1,1,0,0
1,0,8,3,10,18,1,0,0,0
1,0,9,2,1,17,1,0,0,0
1,0,11,1,0,12,0,1,0,0
1,0,12,2,0,35,1,1,0,0
1,0,13,3,12,22,0,1,0,0
1,0,14,1,0,23,0,1,0,0
1,0,15,1,0,31,1,1,0,0
1,0,16,3,7,39,1,1,0,0
1,0,17,1,0,72,0,1,0,0
1,0,18,1,0,72,0,1,0,0
1,0,19,2,0,82,1,1,0,0
1,0,20,4,0,83,1,1,0,0
1,0,21,1,0,82,1,1,0,0
1,0,22,1,0,88,0,1,0,0
1,0,23,2,0,89,1,1,0,0
1,0,24,1,0,91,1,1,0,0
1,0,25,3,0,91,1,1,0,0
1,0,26,2,0,92,1,1,0,0
1,0,1,3,2,-7,1,0,0,0
1,0,2,1,0,-5,1,0,0,0
1,0,3,4,0,1,1,1,0,0
1,0,4,1,2,5,0,1,0,0
1,0,5,1,0,3,0,0,0,0
1,0,6,4,1,2,1,1,0,0
1,0,7,3,6,4,1,0,0,0
1,0,8,1,0,7,1,1,0,0
1,0,9,4,7,0,1,0,0,0
1,0,11,1,0,12,0,1,0,0
1,0,12,2,0,12,1,1,0,0
1,0,13,2,7,5,1,1,0,0
1,0,15,3,11,8,0,0,0,0
1,0,16,1,1,6,0,0,0,0
1,0,17,5,10,7,1,1,0,0
1,0,19,1,0,8,1,0,0,0
1,0,20,1,1,11,0,1,0,0
1,0,21,1,0,12,0,1,0,0
1,0,23,5,11,-8,1,1,0,0
1,0,24,1,0,-3,0,0,0,0
1,0,26,4,10,3,1,1,0,0
1,0,27,1,2,10,0,0,0,0
1,0,28,1,0,8,0,1,0,0
1,0,29,2,17,0,0,1,0,0
1,0,30,5,6,-6,1,0,0,0
1,0,31,4,5,-5,1,0,0,0
1,0,33,1,2,-32,0,0,0,0
1,0,35,2,0,-30,1,1,0,0
1,0,37,4,7,-62,1,0,0,0
1,0,38,3,7,-74,1,1,0,0
1,0,39,2,3,-79,1,0,0,0
1,0,40,2,3,-82,1,1,0,0
1,0,41,3,2,-86,1,1,0,0
1,0,43,1,10,-87,0,1,0,0
1,0,44,1,9,-93,1,0,0,0
1,0,45,1,3,-98,1,0,0,0
1,0,46,1,5,-65,1,1,0,0
1,0,47,1,0,-26,0,0,0,0
1,0,48,2,52,-76,0,0,0,0
1,0,49,1,2,-31,0,1,0,0
1,0,50,1,5,-14,0,0,0,0
1,0,51,1,0,0,1,0,0,0
1,0,54,1,1,-98,1,0,0,0
1,0,55,2,0,-99,1,0,0,0
1,0,56,1,3,-99,1,1,0,0
1,0,58,1,0,-99,1,1,0,0
1,0,59,5,0,-99,1,1,0,0
1,0,60,3,0,-99,1,0,0,0
1,0,61,1,0,-92,0,0,0,0
1,0,2,4,3,-7,1,1,0,80
1,0,3,2,4,0,1,0,0,80
1,0,4,2,1,-1,1,0,0,80
1,0,5,1,0,-1,1,0,0,80
1,0,6,3,1,-3,1,1,0,80
1,0,7,2,2,-7,1,1,0,80
1,0,8,1,0,-3,0,0,0,80
1,0,9,1,4,-7,0,0,0,80
1,0,10,1,3,-6,0,1,0,80
1,0,11,1,0,0,1,1,0,80
1,0,13,5,3,0,1,0,0,80
1,0,14,4,10,-2,1,0,0,80
1,0,15,2,4,0,1,1,0,80
1,0,16,1,0,0,0,1,0,80
1,0,17,1,2,0,1,0,0,80
1,0,19,1,0,-11,0,1,0,80
1,0,20,2,0,1,1,1,0,80
1,0,21,2,3,6,0,1,0,80
1,0,22,3,9,0,0,0,0,80
1,0,23,1,0,0,1,0,0,80
1,0,24,1,0,53,0,0,0,80
1,0,25,1,0,87,0,0,0,80
1,0,26,3,0,88,1,1,0,80
1,0,27,3,0,90,1,1,0,80
1,0,29,1,0,99,1,0,0,80
1,0,30,1,0,100,0,0,0,80
1,0,31,1,0,100,1,0,0,80
1,0,1,4,1,3,1,0,0,80
1,0,2,4,3,2,1,0,0,80
1,0,3,4,6,4,0,0,0,80
1,0,4,1,0,7,1,0,0,80
1,0,5,1,0,7,1,1,0,80
1,0,7,1,0,1,1,0,0,80
1,0,8,2,0,1,1,0,0,80
1,0,9,1,0,0,1,0,0,80
1,0,10,3,2,0,1,0,0,80
